 Date  ,Year,Month,State,City,Metro City,Age Group,Education_Level,Family Background,Labour Force,Employed People,Unemployed People,Male Unemployed,Female Unemployed,Unemployement Rate ,Urban Unemployement ,Rural Unemployement ,Youth Unemployement 
2022-07,2022,Jul,Telangana,Non-Metro,No,25-34,Secondary School,Lower Middle,38192681,35547153,2645528,1754457,891071,6.93,8.16,6.36,9.13
2022-08,2022,Aug,Telangana,Pune,Yes,25-34,Undergraduate,Lower Middle,39566385,37690974,1875411,1145892,729519,4.74,6.49,5.08,6.97
2022-09,2022,Sep,Telangana,Bangalore,Yes,45-54,Higher Secondary,Rich,40456329,38310896,2145433,1377265,768168,5.30,4.40,4.83,10.24
2022-10,2022,Oct,Telangana,Non-Metro,No,25-34,Secondary School,Rich,37652411,34978305,2674106,1559518,1114588,7.10,7.08,6.99,9.79
2022-11,2022,Nov,Telangana,Kolkata,Yes,55-60,Secondary School,Upper Middle,38091558,35594714,2496844,1593726,903118,6.55,7.55,6.30,10.51
2022-12,2022,Dec,Telangana,Non-Metro,No,45-54,No Formal Education,Upper Middle,37909628,36531211,1378417,943121,435296,3.64,2.72,2.05,6.33
2023-01,2023,Jan,Telangana,Non-Metro,No,55-60,Primary School,Rich,40455225,37495290,2959935,1793712,1166223,7.32,7.41,7.51,10.51
2023-02,2023,Feb,Telangana,Chennai,Yes,35-44,Higher Secondary,Rich,39304205,36906825,2397380,1474396,922984,6.10,7.91,5.00,9.54
2023-03,2023,Mar,Telangana,Non-Metro,No,55-60,Primary School,Lower Middle,37878198,34643362,3234836,1961676,1273160,8.54,8.07,9.31,13.59
2023-04,2023,Apr,Telangana,Bangalore,Yes,45-54,Higher Secondary,Poor,39063335,35152199,3911136,2550096,1361040,10.01,10.64,10.41,12.16
2023-05,2023,May,Telangana,Mumbai,Yes,55-60,Postgraduate,Poor,38585384,35908435,2676949,1589863,1087086,6.94,7.41,5.52,11.94
2023-06,2023,Jun,Telangana,Chennai,Yes,35-44,Primary School,Poor,38257723,35323969,2933754,1781541,1152213,7.67,7.96,7.09,12.65
2023-07,2023,Jul,Telangana,Non-Metro,No,35-44,Postgraduate,Poor,39499378,37210627,2288751,1566489,722262,5.79,5.66,5.57,8.99
2023-08,2023,Aug,Telangana,Chennai,Yes,55-60,Postgraduate,Upper Middle,37396657,34428886,2967771,1633399,1334372,7.94,8.06,6.54,11.59
2023-09,2023,Sep,Telangana,Non-Metro,No,25-34,Higher Secondary,Lower Middle,38320071,36627853,1692218,1147631,544587,4.42,5.22,2.72,10.20
2023-10,2023,Oct,Telangana,Chennai,Yes,35-44,Higher Secondary,Upper Middle,37484943,34475603,3009340,1937423,1071917,8.03,9.09,8.91,11.86
2023-11,2023,Nov,Telangana,Kolkata,Yes,18-24,Undergraduate,Poor,40669928,39128844,1541084,1072095,468989,3.79,3.25,3.22,7.94
2023-12,2023,Dec,Telangana,Pune,Yes,45-54,No Formal Education,Upper Middle,39104665,36256552,2848113,1909268,938845,7.28,7.32,6.30,11.55
2024-01,2024,Jan,Telangana,Ahmedabad,Yes,55-60,Undergraduate,Lower Middle,39737759,37473294,2264465,1534527,729938,5.70,5.90,5.26,10.81
2024-02,2024,Feb,Telangana,Kolkata,Yes,35-44,Postgraduate,Upper Middle,38510547,36087907,2422640,1397393,1025247,6.29,7.94,5.40,8.59
2024-03,2024,Mar,Telangana,Delhi,Yes,25-34,Higher Secondary,Rich,39618686,36907122,2711564,1762369,949195,6.84,8.26,6.50,10.80
2024-04,2024,Apr,Telangana,Non-Metro,No,18-24,Primary School,Rich,37625398,34578062,3047336,1714409,1332927,8.10,7.52,6.40,12.35
2024-05,2024,May,Telangana,Chennai,Yes,25-34,No Formal Education,Rich,39085485,35084718,4000767,2455671,1545096,10.24,10.42,9.24,13.59
2024-06,2024,Jun,Telangana,Non-Metro,No,18-24,Higher Secondary,Upper Middle,37948909,35797816,2151093,1460814,690279,5.67,6.46,5.39,10.92
2024-07,2024,Jul,Telangana,Non-Metro,No,25-34,No Formal Education,Lower Middle,39342736,36359194,2983542,2074000,909542,7.58,7.32,8.10,11.09
2024-08,2024,Aug,Telangana,Hyderabad,Yes,55-60,Postgraduate,Poor,39262203,36345720,2916483,2016147,900336,7.43,9.25,6.71,10.86
2024-09,2024,Sep,Telangana,Non-Metro,No,45-54,Primary School,Upper Middle,39652867,36166191,3486676,2336435,1150241,8.79,9.77,8.95,13.03
2024-10,2024,Oct,Telangana,Hyderabad,Yes,45-54,No Formal Education,Upper Middle,37401056,36653035,748021,430472,317549,2.00,3.39,2.05,4.83
2024-11,2024,Nov,Telangana,Hyderabad,Yes,55-60,Higher Secondary,Rich,37920270,34758673,3161597,2025008,1136589,8.34,8.67,6.70,10.82
2024-12,2024,Dec,Telangana,Hyderabad,Yes,18-24,Undergraduate,Rich,40020366,35824791,4195575,2666111,1529464,10.48,9.63,9.03,15.07
2020-01,2020,Jan,Tripura,Mumbai,Yes,18-24,No Formal Education,Lower Middle,14565442,13115547,1449895,989564,460331,9.95,11.56,8.34,14.49
2020-02,2020,Feb,Tripura,Bangalore,Yes,18-24,Higher Secondary,Upper Middle,14216396,12667242,1549154,889412,659742,10.90,10.78,11.66,13.58
2020-03,2020,Mar,Tripura,Pune,Yes,45-54,Primary School,Poor,14397981,13416962,981019,550843,430176,6.81,6.17,5.75,11.93
2020-04,2020,Apr,Tripura,Kolkata,Yes,18-24,Higher Secondary,Poor,13970369,13193453,776916,524301,252615,5.56,7.38,5.64,11.03
2020-05,2020,May,Tripura,Chennai,Yes,45-54,Primary School,Rich,14570050,13674459,895591,494882,400709,6.15,5.18,6.21,12.07
2020-06,2020,Jun,Tripura,Ahmedabad,Yes,18-24,Undergraduate,Upper Middle,14557959,13575215,982744,564233,418511,6.75,7.97,5.29,12.59
2020-07,2020,Jul,Tripura,Bangalore,Yes,25-34,Primary School,Upper Middle,13965994,12708544,1257450,769737,487713,9.00,9.68,8.90,11.97
2020-08,2020,Aug,Tripura,Non-Metro,No,25-34,No Formal Education,Upper Middle,13816471,12738648,1077823,634088,443735,7.80,7.72,6.88,11.48
2020-09,2020,Sep,Tripura,Mumbai,Yes,45-54,Secondary School,Rich,13832565,12746251,1086314,700852,385462,7.85,9.78,6.95,10.68
2020-10,2020,Oct,Tripura,Non-Metro,No,25-34,Postgraduate,Lower Middle,14483075,12893469,1589606,915972,673634,10.98,11.95,9.43,16.67
2020-11,2020,Nov,Tripura,Pune,Yes,35-44,Higher Secondary,Poor,13409941,12974246,435695,263891,171804,3.25,3.08,3.64,6.40
2020-12,2020,Dec,Tripura,Non-Metro,No,55-60,Primary School,Upper Middle,13485061,12348504,1136557,791146,345411,8.43,9.26,8.11,14.09
2021-01,2021,Jan,Tripura,Delhi,Yes,45-54,Undergraduate,Upper Middle,14414342,13672559,741783,428127,313656,5.15,7.08,3.96,9.92
2021-02,2021,Feb,Tripura,Non-Metro,No,35-44,Primary School,Rich,13567309,12161835,1405474,848140,557334,10.36,12.01,9.25,15.65
2021-03,2021,Mar,Tripura,Pune,Yes,45-54,Postgraduate,Lower Middle,14269253,13486873,782380,500306,282074,5.48,7.41,6.07,10.72
2021-04,2021,Apr,Tripura,Ahmedabad,Yes,55-60,Secondary School,Poor,13392824,12527154,865670,574179,291491,6.46,6.08,5.37,9.27
2021-05,2021,May,Tripura,Kolkata,Yes,35-44,Undergraduate,Poor,14097983,12902328,1195655,727057,468598,8.48,7.58,6.62,11.86
2021-06,2021,Jun,Tripura,Non-Metro,No,55-60,Higher Secondary,Poor,13336838,12148421,1188417,739066,449351,8.91,8.50,8.88,13.65
2021-07,2021,Jul,Tripura,Chennai,Yes,25-34,Primary School,Rich,13912437,12782247,1130190,682939,447251,8.12,9.23,6.73,12.80
2021-08,2021,Aug,Tripura,Delhi,Yes,55-60,No Formal Education,Lower Middle,13468578,12455032,1013546,650715,362831,7.53,8.56,6.59,12.76
2021-09,2021,Sep,Tripura,Non-Metro,No,45-54,Postgraduate,Lower Middle,13872051,12964764,907287,545390,361897,6.54,8.37,6.37,11.40
2021-10,2021,Oct,Tripura,Chennai,Yes,45-54,Undergraduate,Poor,14274668,13722930,551738,325206,226532,3.87,3.92,2.59,6.11
2021-11,2021,Nov,Tripura,Hyderabad,Yes,35-44,Primary School,Poor,14487368,13523034,964334,550673,413661,6.66,6.61,4.81,10.24
2021-12,2021,Dec,Tripura,Delhi,Yes,35-44,Undergraduate,Upper Middle,13477094,12573221,903873,573276,330597,6.71,7.88,7.08,9.86
2022-01,2022,Jan,Tripura,Hyderabad,Yes,18-24,No Formal Education,Rich,13984628,12570536,1414092,981613,432479,10.11,9.67,9.62,15.51
2022-02,2022,Feb,Tripura,Hyderabad,Yes,35-44,Secondary School,Poor,13542533,12968519,574014,396227,177787,4.24,4.33,3.43,9.52
2022-03,2022,Mar,Tripura,Kolkata,Yes,55-60,No Formal Education,Upper Middle,14558923,13609511,949412,543980,405432,6.52,7.27,4.82,9.75
2022-04,2022,Apr,Tripura,Kolkata,Yes,45-54,Postgraduate,Lower Middle,13911465,13089763,821702,480494,341208,5.91,6.86,6.62,8.25
2022-05,2022,May,Tripura,Delhi,Yes,25-34,Secondary School,Rich,14093256,12959590,1133666,636900,496766,8.04,7.64,8.87,13.09
2022-06,2022,Jun,Tripura,Non-Metro,No,25-34,Primary School,Lower Middle,14183223,13312233,870990,510260,360730,6.14,5.16,5.31,9.25
2022-07,2022,Jul,Tripura,Bangalore,Yes,25-34,Primary School,Lower Middle,13647643,13118145,529498,358738,170760,3.88,5.06,2.50,7.61
2022-08,2022,Aug,Tripura,Chennai,Yes,25-34,Higher Secondary,Upper Middle,14114196,13001977,1112219,657087,455132,7.88,9.69,7.47,9.92
2022-09,2022,Sep,Tripura,Mumbai,Yes,35-44,Higher Secondary,Rich,13686548,13014176,672372,413804,258568,4.91,5.24,3.93,8.09
2022-10,2022,Oct,Tripura,Pune,Yes,25-34,Higher Secondary,Poor,13508909,13012646,496263,292726,203537,3.67,4.91,2.65,8.35
2022-11,2022,Nov,Tripura,Non-Metro,No,45-54,Postgraduate,Lower Middle,14548322,13350961,1197361,662399,534962,8.23,8.53,8.16,14.11
2022-12,2022,Dec,Tripura,Kolkata,Yes,35-44,Primary School,Lower Middle,13406208,12027173,1379035,845060,533975,10.29,11.36,9.55,15.70
2023-01,2023,Jan,Tripura,Ahmedabad,Yes,35-44,No Formal Education,Lower Middle,13990271,13385241,605030,419608,185422,4.32,4.66,5.16,9.62
2023-02,2023,Feb,Tripura,Non-Metro,No,55-60,No Formal Education,Upper Middle,14102439,12942607,1159832,648768,511064,8.22,9.41,7.27,10.60
2023-03,2023,Mar,Tripura,Hyderabad,Yes,45-54,Higher Secondary,Lower Middle,13960936,13398974,561962,379495,182467,4.03,5.81,4.82,8.08
2023-04,2023,Apr,Tripura,Bangalore,Yes,45-54,No Formal Education,Lower Middle,13640068,12661474,978594,605689,372905,7.17,6.47,6.47,9.68
2023-05,2023,May,Tripura,Non-Metro,No,18-24,Primary School,Poor,14165360,12705714,1459646,864211,595435,10.30,10.35,9.29,14.59
2023-06,2023,Jun,Tripura,Ahmedabad,Yes,55-60,Secondary School,Rich,13556248,12728328,827920,536274,291646,6.11,5.22,4.66,11.68
2023-07,2023,Jul,Tripura,Ahmedabad,Yes,18-24,No Formal Education,Rich,13559321,12672406,886915,538929,347986,6.54,8.49,7.01,10.76
2023-08,2023,Aug,Tripura,Chennai,Yes,25-34,Postgraduate,Lower Middle,13625493,12535805,1089688,631642,458046,8.00,8.34,8.80,13.41
2023-09,2023,Sep,Tripura,Delhi,Yes,35-44,Primary School,Poor,14315092,13631087,684005,436876,247129,4.78,5.00,5.40,6.91
2023-10,2023,Oct,Tripura,Hyderabad,Yes,25-34,Undergraduate,Upper Middle,14460891,13238312,1222579,792001,430578,8.45,10.01,7.20,10.52
2023-11,2023,Nov,Tripura,Delhi,Yes,55-60,Secondary School,Poor,14003689,13242117,761572,521601,239971,5.44,5.45,5.03,10.07
2023-12,2023,Dec,Tripura,Mumbai,Yes,35-44,Undergraduate,Rich,13325296,11803174,1522122,949974,572148,11.42,13.05,11.53,16.05
2024-01,2024,Jan,Tripura,Kolkata,Yes,18-24,Primary School,Poor,13777445,13028626,748819,474044,274775,5.44,5.88,3.57,7.46
2024-02,2024,Feb,Tripura,Chennai,Yes,45-54,No Formal Education,Lower Middle,14589177,13169824,1419353,920912,498441,9.73,10.43,9.81,14.80
2024-03,2024,Mar,Tripura,Chennai,Yes,55-60,No Formal Education,Poor,14538278,13603559,934719,603447,331272,6.43,6.05,4.64,11.33
2024-04,2024,Apr,Tripura,Non-Metro,No,35-44,Undergraduate,Upper Middle,13925636,12734736,1190900,780434,410466,8.55,8.41,8.74,11.66
2024-05,2024,May,Tripura,Non-Metro,No,18-24,Primary School,Lower Middle,14287088,13517146,769942,439961,329981,5.39,5.00,6.10,8.49
2024-06,2024,Jun,Tripura,Non-Metro,No,25-34,Postgraduate,Lower Middle,13800470,12423149,1377321,799318,578003,9.98,11.29,9.16,14.90
2024-07,2024,Jul,Tripura,Pune,Yes,55-60,Primary School,Lower Middle,13225958,12438042,787916,523015,264901,5.96,6.32,6.36,10.55
2024-08,2024,Aug,Tripura,Non-Metro,No,55-60,Primary School,Upper Middle,13219774,12622746,597028,351084,245944,4.52,5.63,4.15,8.62
2024-09,2024,Sep,Tripura,Bangalore,Yes,18-24,Primary School,Lower Middle,13252992,12130685,1122307,628160,494147,8.47,8.81,6.62,11.67
2024-10,2024,Oct,Tripura,Non-Metro,No,25-34,No Formal Education,Poor,13947992,13420781,527211,326788,200423,3.78,3.35,4.41,8.07
2024-11,2024,Nov,Tripura,Hyderabad,Yes,35-44,No Formal Education,Rich,13262505,12186935,1075570,750085,325485,8.11,7.76,6.95,11.07
2024-12,2024,Dec,Tripura,Bangalore,Yes,25-34,No Formal Education,Poor,13906812,13095283,811529,561321,250208,5.84,7.45,3.94,9.45
2020-01,2020,Jan,Uttar Pradesh,Pune,Yes,18-24,Secondary School,Rich,17323015,16194813,1128202,658754,469448,6.51,7.45,6.18,11.18
2020-02,2020,Feb,Uttar Pradesh,Pune,Yes,45-54,Postgraduate,Lower Middle,17698334,16730147,968187,632314,335873,5.47,7.03,4.05,8.12
2020-03,2020,Mar,Uttar Pradesh,Non-Metro,No,25-34,Higher Secondary,Rich,16330757,15173245,1157512,799514,357998,7.09,6.21,7.93,13.08
2020-04,2020,Apr,Uttar Pradesh,Pune,Yes,45-54,Secondary School,Lower Middle,17719186,16995892,723294,470604,252690,4.08,5.70,2.26,7.35
2020-05,2020,May,Uttar Pradesh,Bangalore,Yes,55-60,No Formal Education,Lower Middle,16342582,15206177,1136405,790249,346156,6.95,7.12,6.10,10.00
2020-06,2020,Jun,Uttar Pradesh,Delhi,Yes,35-44,No Formal Education,Poor,16195896,15014710,1181186,697137,484049,7.29,6.95,7.33,11.62
2020-07,2020,Jul,Uttar Pradesh,Mumbai,Yes,45-54,Primary School,Poor,16292382,14787456,1504926,906047,598879,9.24,8.89,9.65,12.84
2020-08,2020,Aug,Uttar Pradesh,Ahmedabad,Yes,25-34,Higher Secondary,Poor,16440587,15235566,1205021,799950,405071,7.33,7.40,7.13,11.55
2020-09,2020,Sep,Uttar Pradesh,Chennai,Yes,35-44,Higher Secondary,Lower Middle,16504823,15821916,682907,422297,260610,4.14,5.29,3.97,7.28
2020-10,2020,Oct,Uttar Pradesh,Non-Metro,No,35-44,Primary School,Rich,17229024,16685696,543328,352258,191070,3.15,3.35,3.07,8.70
2020-11,2020,Nov,Uttar Pradesh,Chennai,Yes,25-34,No Formal Education,Poor,17769066,16011224,1757842,1061455,696387,9.89,9.37,7.98,15.53
2020-12,2020,Dec,Uttar Pradesh,Pune,Yes,18-24,No Formal Education,Rich,17514144,16430035,1084109,754417,329692,6.19,6.42,5.85,9.16
2021-01,2021,Jan,Uttar Pradesh,Mumbai,Yes,55-60,Undergraduate,Upper Middle,16921722,15912556,1009166,629459,379707,5.96,5.70,4.89,11.51
2021-02,2021,Feb,Uttar Pradesh,Delhi,Yes,55-60,Higher Secondary,Rich,16626126,15641274,984852,651901,332951,5.92,6.52,6.40,11.88
2021-03,2021,Mar,Uttar Pradesh,Non-Metro,No,45-54,Postgraduate,Lower Middle,16313866,15618639,695227,397068,298159,4.26,4.62,3.49,8.25
2021-04,2021,Apr,Uttar Pradesh,Ahmedabad,Yes,18-24,Secondary School,Lower Middle,16188648,15279843,908805,621549,287256,5.61,5.04,5.60,10.26
2021-05,2021,May,Uttar Pradesh,Bangalore,Yes,35-44,Undergraduate,Poor,16883084,15546898,1336186,857735,478451,7.91,8.34,7.85,12.14
2021-06,2021,Jun,Uttar Pradesh,Delhi,Yes,45-54,Secondary School,Lower Middle,17212700,15790369,1422331,913034,509297,8.26,9.29,9.17,10.84
2021-07,2021,Jul,Uttar Pradesh,Ahmedabad,Yes,55-60,Higher Secondary,Poor,17123498,16057086,1066412,673983,392429,6.23,6.37,5.19,11.64
2021-08,2021,Aug,Uttar Pradesh,Chennai,Yes,25-34,Primary School,Lower Middle,16493497,15118816,1374681,793241,581440,8.33,9.96,7.67,11.47
2021-09,2021,Sep,Uttar Pradesh,Non-Metro,No,45-54,Undergraduate,Lower Middle,17769804,16617882,1151922,730062,421860,6.48,6.84,5.43,12.25
2021-10,2021,Oct,Uttar Pradesh,Delhi,Yes,55-60,Undergraduate,Lower Middle,17561530,16506803,1054727,713575,341152,6.01,5.54,5.73,11.94
2021-11,2021,Nov,Uttar Pradesh,Non-Metro,No,25-34,Secondary School,Upper Middle,16952296,15450142,1502154,835153,667001,8.86,10.70,7.74,11.77
2021-12,2021,Dec,Uttar Pradesh,Bangalore,Yes,45-54,No Formal Education,Upper Middle,16339154,15411365,927789,641937,285852,5.68,6.18,5.10,8.12
2022-01,2022,Jan,Uttar Pradesh,Non-Metro,No,45-54,Postgraduate,Poor,17778094,17093150,684944,458561,226383,3.85,3.79,2.54,7.12
2022-02,2022,Feb,Uttar Pradesh,Non-Metro,No,25-34,Primary School,Poor,16482280,15205866,1276414,875467,400947,7.74,8.99,6.41,10.62
2022-03,2022,Mar,Uttar Pradesh,Kolkata,Yes,35-44,No Formal Education,Lower Middle,16697339,15711905,985434,589013,396421,5.90,5.31,5.18,8.44
2022-04,2022,Apr,Uttar Pradesh,Non-Metro,No,25-34,Undergraduate,Upper Middle,16825606,15847870,977736,559573,418163,5.81,6.78,5.77,8.19
2022-05,2022,May,Uttar Pradesh,Delhi,Yes,35-44,Postgraduate,Poor,16481318,14944537,1536781,863390,673391,9.32,9.28,7.76,15.14
2022-06,2022,Jun,Uttar Pradesh,Non-Metro,No,55-60,No Formal Education,Upper Middle,16249656,14819266,1430390,807270,623120,8.80,10.62,7.23,12.31
2022-07,2022,Jul,Uttar Pradesh,Pune,Yes,55-60,Undergraduate,Poor,16948692,15522484,1426208,790158,636050,8.41,9.86,8.72,13.63
2022-08,2022,Aug,Uttar Pradesh,Mumbai,Yes,45-54,Secondary School,Poor,17612106,16529693,1082413,747571,334842,6.15,7.24,7.13,8.20
2022-09,2022,Sep,Uttar Pradesh,Pune,Yes,18-24,Undergraduate,Upper Middle,16565139,15849103,716036,417720,298316,4.32,5.55,4.40,7.33
2022-10,2022,Oct,Uttar Pradesh,Delhi,Yes,45-54,Undergraduate,Lower Middle,16549050,15683756,865294,557534,307760,5.23,5.02,5.47,11.14
2022-11,2022,Nov,Uttar Pradesh,Non-Metro,No,25-34,Postgraduate,Poor,16135104,14653399,1481705,823079,658626,9.18,9.00,8.06,11.68
2022-12,2022,Dec,Uttar Pradesh,Kolkata,Yes,18-24,Postgraduate,Lower Middle,17487286,16159884,1327402,731911,595491,7.59,7.37,7.06,12.20
2023-01,2023,Jan,Uttar Pradesh,Bangalore,Yes,25-34,Higher Secondary,Upper Middle,16539447,15403639,1135808,790593,345215,6.87,6.09,4.97,10.74
2023-02,2023,Feb,Uttar Pradesh,Non-Metro,No,18-24,Postgraduate,Poor,16796493,15646758,1149735,655960,493775,6.85,7.14,5.19,9.26
2023-03,2023,Mar,Uttar Pradesh,Mumbai,Yes,25-34,Secondary School,Upper Middle,16167714,15289288,878426,612212,266214,5.43,4.83,5.53,9.26
2023-04,2023,Apr,Uttar Pradesh,Pune,Yes,55-60,Secondary School,Lower Middle,17021300,15586642,1434658,820561,614097,8.43,8.66,8.23,11.07
2023-05,2023,May,Uttar Pradesh,Kolkata,Yes,35-44,Undergraduate,Upper Middle,16984595,16027586,957009,599681,357328,5.63,7.38,6.13,8.65
2023-06,2023,Jun,Uttar Pradesh,Non-Metro,No,25-34,Secondary School,Rich,16682189,15818055,864134,540138,323996,5.18,4.31,4.15,9.46
2023-07,2023,Jul,Uttar Pradesh,Chennai,Yes,18-24,Secondary School,Lower Middle,17015150,15093375,1921775,1122989,798786,11.29,11.09,10.14,14.95
2023-08,2023,Aug,Uttar Pradesh,Pune,Yes,55-60,Primary School,Lower Middle,16356635,15130534,1226101,767650,458451,7.50,6.94,6.86,9.65
2023-09,2023,Sep,Uttar Pradesh,Non-Metro,No,45-54,Primary School,Rich,16549265,15404610,1144655,746892,397763,6.92,8.01,6.71,9.41
2023-10,2023,Oct,Uttar Pradesh,Non-Metro,No,25-34,Undergraduate,Rich,17754286,16630664,1123622,638701,484921,6.33,7.84,5.88,9.84
2023-11,2023,Nov,Uttar Pradesh,Pune,Yes,45-54,No Formal Education,Upper Middle,17560204,16473589,1086615,620326,466289,6.19,6.76,6.46,9.53
2023-12,2023,Dec,Uttar Pradesh,Hyderabad,Yes,35-44,Primary School,Poor,16763344,15409812,1353532,934102,419430,8.07,9.31,7.95,11.74
2024-01,2024,Jan,Uttar Pradesh,Non-Metro,No,25-34,Secondary School,Rich,16477187,15315528,1161659,760266,401393,7.05,8.09,7.34,10.77
2024-02,2024,Feb,Uttar Pradesh,Non-Metro,No,25-34,Secondary School,Poor,17582087,16379237,1202850,688763,514087,6.84,6.47,5.56,12.51
2024-03,2024,Mar,Uttar Pradesh,Non-Metro,No,35-44,Secondary School,Rich,17023428,15877285,1146143,784883,361260,6.73,6.08,6.88,9.03
2024-04,2024,Apr,Uttar Pradesh,Non-Metro,No,55-60,No Formal Education,Lower Middle,17676335,16713574,962761,636607,326154,5.45,5.97,4.53,10.58
2024-05,2024,May,Uttar Pradesh,Kolkata,Yes,35-44,Undergraduate,Poor,16876886,15672977,1203909,702379,501530,7.13,6.21,7.83,10.49
2024-06,2024,Jun,Uttar Pradesh,Kolkata,Yes,25-34,Primary School,Lower Middle,17382764,16035647,1347117,894446,452671,7.75,8.57,5.87,12.80
2024-07,2024,Jul,Uttar Pradesh,Delhi,Yes,18-24,Secondary School,Upper Middle,16295855,15226076,1069779,722701,347078,6.56,6.42,4.92,8.98
2024-08,2024,Aug,Uttar Pradesh,Kolkata,Yes,45-54,Undergraduate,Upper Middle,16251514,15388237,863277,551624,311653,5.31,5.38,3.39,9.52
2024-09,2024,Sep,Uttar Pradesh,Kolkata,Yes,35-44,Primary School,Upper Middle,17664959,16670372,994587,622037,372550,5.63,5.24,3.85,7.71
2024-10,2024,Oct,Uttar Pradesh,Kolkata,Yes,25-34,Undergraduate,Poor,17734627,16822225,912402,600991,311411,5.14,6.88,3.91,10.23
2024-11,2024,Nov,Uttar Pradesh,Ahmedabad,Yes,25-34,Postgraduate,Lower Middle,17722303,16779338,942965,521361,421604,5.32,6.78,4.15,8.72
2024-12,2024,Dec,Uttar Pradesh,Non-Metro,No,18-24,Postgraduate,Upper Middle,16487834,15556625,931209,593950,337259,5.65,6.46,5.12,9.60
2020-01,2020,Jan,Uttarakhand,Non-Metro,No,25-34,Primary School,Poor,16493455,15192187,1301268,772074,529194,7.89,8.24,7.19,12.10
2020-02,2020,Feb,Uttarakhand,Kolkata,Yes,45-54,Undergraduate,Lower Middle,16597631,15942450,655181,439203,215978,3.95,3.52,4.68,6.02
2020-03,2020,Mar,Uttarakhand,Hyderabad,Yes,55-60,Postgraduate,Upper Middle,16339712,15580580,759132,484556,274576,4.65,5.04,4.62,7.23
2020-04,2020,Apr,Uttarakhand,Kolkata,Yes,45-54,Undergraduate,Upper Middle,16610004,14928290,1681714,961828,719886,10.12,10.02,8.67,13.91
2020-05,2020,May,Uttarakhand,Bangalore,Yes,25-34,No Formal Education,Upper Middle,15701407,14546853,1154554,784719,369835,7.35,7.34,6.31,10.89
2020-06,2020,Jun,Uttarakhand,Mumbai,Yes,35-44,Postgraduate,Lower Middle,16271629,15660247,611382,376800,234582,3.76,3.32,3.12,8.75
2020-07,2020,Jul,Uttarakhand,Ahmedabad,Yes,45-54,Postgraduate,Upper Middle,15887761,14589207,1298554,796039,502515,8.17,8.75,8.28,14.05
2020-08,2020,Aug,Uttarakhand,Delhi,Yes,45-54,Higher Secondary,Rich,15957903,14823947,1133956,692739,441217,7.11,7.14,7.28,9.17
2020-09,2020,Sep,Uttarakhand,Non-Metro,No,45-54,Undergraduate,Rich,15557960,14183129,1374831,818583,556248,8.84,8.15,9.65,11.01
2020-10,2020,Oct,Uttarakhand,Non-Metro,No,55-60,Postgraduate,Lower Middle,16463543,15761391,702152,393706,308446,4.26,3.69,2.64,8.08
2020-11,2020,Nov,Uttarakhand,Non-Metro,No,18-24,Undergraduate,Poor,16832421,16028333,804088,473338,330750,4.78,4.62,2.86,8.44
2020-12,2020,Dec,Uttarakhand,Non-Metro,No,55-60,Postgraduate,Lower Middle,15955651,14823775,1131876,701849,430027,7.09,7.04,5.28,11.84
2021-01,2021,Jan,Uttarakhand,Non-Metro,No,18-24,Secondary School,Lower Middle,16391979,15873761,518218,326790,191428,3.16,4.07,3.14,6.32
2021-02,2021,Feb,Uttarakhand,Kolkata,Yes,18-24,Secondary School,Rich,15485344,14133616,1351728,775209,576519,8.73,8.04,9.04,12.01
2021-03,2021,Mar,Uttarakhand,Mumbai,Yes,45-54,Undergraduate,Lower Middle,16331915,15087106,1244809,808960,435849,7.62,8.67,8.31,10.95
2021-04,2021,Apr,Uttarakhand,Bangalore,Yes,55-60,Higher Secondary,Rich,16776995,15495718,1281277,707312,573965,7.64,9.39,7.97,13.54
